,Unnamed: 0,srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
3407,469926,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3408,469927,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3409,469928,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3410,469929,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3411,469931,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3412,469932,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3413,469933,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3414,469937,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3415,469938,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3416,469945,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3417,469946,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3418,469954,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3419,469958,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3420,469959,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3421,469960,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3422,469966,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3423,469967,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3424,469971,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3425,469998,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3426,470004,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3427,470008,175.45.176.1,0,149.171.126.17,0,ipv6-no,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3428,470010,175.45.176.1,0,149.171.126.17,0,skip,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3429,470014,175.45.176.1,0,149.171.126.17,0,tlsp,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244382,1424244382,0.004,0.0,0.0,0.0,0.0,0,2,,, ,9,9,4,4,3,3,13,DoS,1
3430,470021,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3431,470022,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3432,470023,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3433,470026,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3434,470028,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3435,470057,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3436,470058,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3437,470059,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3438,470067,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3439,470072,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3440,470073,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3441,470078,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3442,470081,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3443,470084,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3444,470085,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3445,470089,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3446,470090,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3447,470095,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3448,470096,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3449,470097,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3450,470098,175.45.176.1,0,149.171.126.17,0,cftp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.003,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3451,470100,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3452,470105,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3453,470106,175.45.176.1,0,149.171.126.17,0,ipv6-opts,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244383,1424244383,0.005,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,5,3,3,13,DoS,1
3454,470108,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3455,470111,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3456,470113,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3457,470115,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3458,470116,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3459,470118,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3460,470119,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3461,470125,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3462,470128,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3463,470133,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3464,470136,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3465,470164,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3466,470166,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3467,470169,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3468,470173,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3469,470174,175.45.176.1,0,149.171.126.17,0,sat-expak,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244384,1424244384,0.009,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,3,2,2,13,DoS,1
3470,470178,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3471,470183,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3472,470185,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3473,470188,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3474,470189,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3475,470192,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3476,470193,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3477,470215,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3478,470222,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3479,470223,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3480,470227,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3481,470228,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3482,470232,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3483,470238,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3484,470240,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3485,470241,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3486,470244,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3487,470248,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3488,470251,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3489,470252,175.45.176.1,0,149.171.126.17,0,ippc,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3490,470254,175.45.176.1,0,149.171.126.17,0,kryptolan,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244385,1424244385,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3491,470256,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3492,470257,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3493,470259,175.45.176.1,0,149.171.126.17,0,rvd,INT,5.667425,400,0,254,0,0,0,-,423.472717,0.0,4,0,0,0,0,0,100,0,0,0,2671.6455,0.0,1424244379,1424244385,1889.141625,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,4,3,3,16,DoS,1
3494,470264,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244386,1424244386,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,5,3,3,16,DoS,1
3495,470267,175.45.176.1,0,149.171.126.17,0,sat-mon,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244386,1424244386,0.008,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,5,3,3,16,DoS,1
3496,470271,175.45.176.1,0,149.171.126.17,0,visa,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244386,1424244386,0.003,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,5,3,3,16,DoS,1
3497,470272,175.45.176.1,0,149.171.126.17,0,visa,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244386,1424244386,0.003,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,5,3,3,16,DoS,1
3498,470276,175.45.176.1,0,149.171.126.17,0,any,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424244386,1424244386,0.009,0.0,0.0,0.0,0.0,0,2,,, ,12,12,4,5,3,3,16,DoS,1
